
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Micro/Minisensor (normal range)	umol/l	OFF	ZB7-504-187	3	ON External	20.000	ON	1013	33.000	30%	200x	100	OFF	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	21.542	19.890	1023	100.000	20.950	48.647	20.904	0.817	0.106	4000	0.953	-0.070	0.000	0.000	-0.000301	
Data	Smoothing:	1	
Date:	5/16/2018	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
5/16/2018	12:37:46	2305.00		170.60	---	---	---	19.192	---	---	---	1022.76	26.493	19.192	---	---	24.613	---	---	---	186.393	---	---	---	5.525	---	---	---	
5/16/2018	12:37:47	2306.00		170.71	---	---	---	19.183	---	---	---	1022.82	26.493	19.183	---	---	24.608	---	---	---	186.371	---	---	---	5.531	---	---	---	
5/16/2018	12:37:48	2307.00		170.77	---	---	---	19.131	---	---	---	1022.70	26.493	19.131	---	---	24.621	---	---	---	186.477	---	---	---	5.515	---	---	---	
5/16/2018	12:37:49	2308.00		170.66	---	---	---	19.172	---	---	---	1022.73	26.493	19.172	---	---	24.614	---	---	---	186.348	---	---	---	5.524	---	---	---	
5/16/2018	12:37:50	2309.00		170.65	---	---	---	19.162	---	---	---	1022.76	26.493	19.162	---	---	24.618	---	---	---	186.397	---	---	---	5.538	---	---	---	
5/16/2018	12:37:51	2310.00		170.51	---	---	---	19.194	---	---	---	1022.67	26.493	19.194	---	---	24.618	---	---	---	186.302	---	---	---	5.521	---	---	---	
5/16/2018	12:37:52	2311.00		170.56	---	---	---	19.194	---	---	---	1022.67	26.493	19.194	---	---	24.614	---	---	---	186.326	---	---	---	5.516	---	---	---	
5/16/2018	12:37:53	2312.00		170.67	---	---	---	19.193	---	---	---	1022.70	26.493	19.193	---	---	24.607	---	---	---	186.406	---	---	---	5.541	---	---	---	
5/16/2018	12:37:54	2313.00		170.39	---	---	---	19.204	---	---	---	1022.79	26.493	19.204	---	---	24.622	---	---	---	186.470	---	---	---	5.523	---	---	---	
5/16/2018	12:37:55	2314.00		170.51	---	---	---	19.215	---	---	---	1022.79	26.493	19.215	---	---	24.611	---	---	---	186.414	---	---	---	5.533	---	---	---	
5/16/2018	12:37:56	2315.00		170.53	---	---	---	19.204	---	---	---	1022.67	26.493	19.204	---	---	24.614	---	---	---	186.408	---	---	---	5.527	---	---	---	
5/16/2018	12:37:57	2316.00		170.48	---	---	---	19.205	---	---	---	1022.73	26.493	19.205	---	---	24.617	---	---	---	186.425	---	---	---	5.533	---	---	---	
5/16/2018	12:37:58	2317.00		170.63	---	---	---	19.162	---	---	---	1022.76	26.493	19.162	---	---	24.620	---	---	---	186.339	---	---	---	5.516	---	---	---	
5/16/2018	12:37:59	2318.00		170.66	---	---	---	19.172	---	---	---	1022.70	26.493	19.172	---	---	24.614	---	---	---	186.427	---	---	---	5.514	---	---	---	
5/16/2018	12:38:00	2319.00		170.62	---	---	---	19.162	---	---	---	1022.82	26.493	19.162	---	---	24.621	---	---	---	186.358	---	---	---	5.519	---	---	---	
5/16/2018	12:38:01	2320.00		170.60	---	---	---	19.173	---	---	---	1022.76	26.493	19.173	---	---	24.618	---	---	---	186.367	---	---	---	5.527	---	---	---	
5/16/2018	12:38:02	2321.00		170.72	---	---	---	19.153	---	---	---	1022.82	26.493	19.153	---	---	24.617	---	---	---	186.421	---	---	---	5.529	---	---	---	
5/16/2018	12:38:03	2322.00		170.53	---	---	---	19.173	---	---	---	1022.82	26.493	19.173	---	---	24.622	---	---	---	186.354	---	---	---	5.533	---	---	---	
5/16/2018	12:38:04	2323.00		170.49	---	---	---	19.183	---	---	---	1022.70	26.493	19.183	---	---	24.622	---	---	---	186.382	---	---	---	5.519	---	---	---	
5/16/2018	12:38:05	2324.00		170.51	---	---	---	19.192	---	---	---	1022.73	26.493	19.192	---	---	24.618	---	---	---	186.367	---	---	---	5.517	---	---	---	
5/16/2018	12:38:06	2325.00		170.81	---	---	---	19.141	---	---	---	1022.76	26.493	19.141	---	---	24.614	---	---	---	186.419	---	---	---	5.539	---	---	---	
5/16/2018	12:38:07	2326.00		170.66	---	---	---	19.174	---	---	---	1022.67	26.493	19.174	---	---	24.614	---	---	---	186.401	---	---	---	5.532	---	---	---	
5/16/2018	12:38:08	2327.00		170.74	---	---	---	19.141	---	---	---	1022.70	26.493	19.141	---	---	24.620	---	---	---	186.350	---	---	---	5.519	---	---	---	
5/16/2018	12:38:09	2328.00		170.53	---	---	---	19.174	---	---	---	1022.73	26.493	19.174	---	---	24.622	---	---	---	186.356	---	---	---	5.517	---	---	---	
5/16/2018	12:38:10	2329.00		170.65	---	---	---	19.162	---	---	---	1022.73	26.493	19.162	---	---	24.618	---	---	---	186.408	---	---	---	5.512	---	---	---	
5/16/2018	12:38:11	2330.00		170.57	---	---	---	19.172	---	---	---	1022.73	26.493	19.172	---	---	24.621	---	---	---	186.354	---	---	---	5.526	---	---	---	
5/16/2018	12:38:12	2331.00		170.46	---	---	---	19.195	---	---	---	1022.67	26.493	19.195	---	---	24.621	---	---	---	186.436	---	---	---	5.524	---	---	---	
5/16/2018	12:38:13	2332.00		170.58	---	---	---	19.184	---	---	---	1022.73	26.493	19.184	---	---	24.617	---	---	---	186.404	---	---	---	5.517	---	---	---	
5/16/2018	12:38:14	2333.00		170.39	---	---	---	19.203	---	---	---	1022.76	26.493	19.203	---	---	24.622	---	---	---	186.350	---	---	---	5.534	---	---	---	
5/16/2018	12:38:15	2334.00		170.60	---	---	---	19.172	---	---	---	1022.67	26.493	19.172	---	---	24.618	---	---	---	186.369	---	---	---	5.534	---	---	---	
5/16/2018	12:38:16	2335.00		170.71	---	---	---	19.162	---	---	---	1022.70	26.493	19.162	---	---	24.614	---	---	---	186.408	---	---	---	5.525	---	---	---	
5/16/2018	12:38:17	2336.00		170.60	---	---	---	19.153	---	---	---	1022.70	26.531	19.153	---	---	24.625	---	---	---	186.376	---	---	---	5.519	---	---	---	
5/16/2018	12:38:18	2337.00		170.49	---	---	---	19.173	---	---	---	1022.61	26.531	19.173	---	---	24.625	---	---	---	186.388	---	---	---	5.529	---	---	---	
5/16/2018	12:38:19	2338.00		170.61	---	---	---	19.163	---	---	---	1022.82	26.531	19.163	---	---	24.621	---	---	---	186.356	---	---	---	5.515	---	---	---	
5/16/2018	12:38:20	2339.00		170.56	---	---	---	19.193	---	---	---	1022.70	26.531	19.193	---	---	24.614	---	---	---	186.412	---	---	---	5.513	---	---	---	
5/16/2018	12:38:21	2340.00		170.47	---	---	---	19.193	---	---	---	1022.67	26.531	19.193	---	---	24.621	---	---	---	186.350	---	---	---	5.527	---	---	---	
5/16/2018	12:38:22	2341.00		170.60	---	---	---	19.183	---	---	---	1022.76	26.531	19.183	---	---	24.615	---	---	---	186.425	---	---	---	5.528	---	---	---	
5/16/2018	12:38:23	2342.00		170.57	---	---	---	19.162	---	---	---	1022.73	26.531	19.162	---	---	24.624	---	---	---	186.434	---	---	---	5.522	---	---	---	
5/16/2018	12:38:24	2343.00		170.35	---	---	---	19.195	---	---	---	1022.61	26.531	19.195	---	---	24.628	---	---	---	186.332	---	---	---	5.527	---	---	---	
5/16/2018	12:38:25	2344.00		170.46	---	---	---	19.193	---	---	---	1022.73	26.531	19.193	---	---	24.621	---	---	---	186.320	---	---	---	5.517	---	---	---	
5/16/2018	12:38:26	2345.00		170.36	---	---	---	19.184	---	---	---	1022.76	26.531	19.184	---	---	24.631	---	---	---	186.358	---	---	---	5.533	---	---	---	
5/16/2018	12:38:27	2346.00		170.35	---	---	---	19.193	---	---	---	1022.67	26.531	19.193	---	---	24.628	---	---	---	186.356	---	---	---	5.525	---	---	---	
5/16/2018	12:38:28	2347.00		170.35	---	---	---	19.196	---	---	---	1022.76	26.531	19.196	---	---	24.628	---	---	---	186.386	---	---	---	5.512	---	---	---	
5/16/2018	12:38:29	2348.00		170.43	---	---	---	19.205	---	---	---	1022.70	26.531	19.205	---	---	24.620	---	---	---	186.404	---	---	---	5.511	---	---	---	
5/16/2018	12:38:30	2349.00		170.39	---	---	---	19.203	---	---	---	1022.70	26.531	19.203	---	---	24.622	---	---	---	186.457	---	---	---	5.507	---	---	---	
5/16/2018	12:38:31	2350.00		170.55	---	---	---	19.160	---	---	---	1022.76	26.531	19.160	---	---	24.625	---	---	---	186.369	---	---	---	5.510	---	---	---	
5/16/2018	12:38:32	2351.00		170.42	---	---	---	19.194	---	---	---	1022.64	26.531	19.194	---	---	24.624	---	---	---	186.423	---	---	---	5.522	---	---	---	
5/16/2018	12:38:33	2352.00		170.56	---	---	---	19.172	---	---	---	1022.73	26.531	19.172	---	---	24.621	---	---	---	186.395	---	---	---	5.520	---	---	---	
5/16/2018	12:38:34	2353.00		170.44	---	---	---	19.194	---	---	---	1022.70	26.531	19.194	---	---	24.622	---	---	---	186.360	---	---	---	5.529	---	---	---	
5/16/2018	12:38:35	2354.00		170.60	---	---	---	19.162	---	---	---	1022.82	26.531	19.162	---	---	24.621	---	---	---	186.417	---	---	---	5.515	---	---	---	
5/16/2018	12:38:36	2355.00		170.60	---	---	---	19.153	---	---	---	1022.70	26.531	19.153	---	---	24.625	---	---	---	186.479	---	---	---	5.535	---	---	---	
5/16/2018	12:38:37	2356.00		170.60	---	---	---	19.163	---	---	---	1022.73	26.531	19.163	---	---	24.621	---	---	---	186.419	---	---	---	5.513	---	---	---	
5/16/2018	12:38:38	2357.00		170.50	---	---	---	19.184	---	---	---	1022.67	26.531	19.184	---	---	24.621	---	---	---	186.475	---	---	---	5.529	---	---	---	
5/16/2018	12:38:39	2358.00		170.49	---	---	---	19.193	---	---	---	1022.70	26.531	19.193	---	---	24.620	---	---	---	186.434	---	---	---	5.528	---	---	---	
5/16/2018	12:38:40	2359.00		170.62	---	---	---	19.162	---	---	---	1022.76	26.531	19.162	---	---	24.621	---	---	---	186.457	---	---	---	5.531	---	---	---	
5/16/2018	12:38:41	2360.00		170.44	---	---	---	19.183	---	---	---	1022.70	26.531	19.183	---	---	24.625	---	---	---	186.382	---	---	---	5.522	---	---	---	
5/16/2018	12:38:42	2361.00		170.40	---	---	---	19.172	---	---	---	1022.70	26.531	19.172	---	---	24.631	---	---	---	186.389	---	---	---	5.524	---	---	---	
5/16/2018	12:38:43	2362.00		170.44	---	---	---	19.193	---	---	---	1022.76	26.531	19.193	---	---	24.622	---	---	---	186.414	---	---	---	5.512	---	---	---	
5/16/2018	12:38:44	2363.00		170.35	---	---	---	19.195	---	---	---	1022.70	26.531	19.195	---	---	24.628	---	---	---	186.442	---	---	---	5.531	---	---	---	
5/16/2018	12:38:45	2364.00		170.40	---	---	---	19.172	---	---	---	1022.70	26.531	19.172	---	---	24.631	---	---	---	186.389	---	---	---	5.510	---	---	---	
5/16/2018	12:38:46	2365.00		170.57	---	---	---	19.162	---	---	---	1022.76	26.531	19.162	---	---	24.624	---	---	---	186.406	---	---	---	5.521	---	---	---	
5/16/2018	12:38:47	2366.00		170.65	---	---	---	19.140	---	---	---	1022.82	26.531	19.140	---	---	24.625	---	---	---	186.432	---	---	---	5.501	---	---	---	
5/16/2018	12:38:48	2367.00		170.43	---	---	---	19.172	---	---	---	1022.61	26.531	19.172	---	---	24.629	---	---	---	186.458	---	---	---	5.520	---	---	---	
5/16/2018	12:38:49	2368.00		170.48	---	---	---	19.162	---	---	---	1022.76	26.493	19.162	---	---	24.629	---	---	---	186.457	---	---	---	5.508	---	---	---	
5/16/2018	12:38:50	2369.00		170.32	---	---	---	19.183	---	---	---	1022.64	26.493	19.183	---	---	24.634	---	---	---	186.389	---	---	---	5.506	---	---	---	
5/16/2018	12:38:51	2370.00		170.67	---	---	---	19.142	---	---	---	1022.76	26.493	19.142	---	---	24.624	---	---	---	186.404	---	---	---	5.527	---	---	---	
5/16/2018	12:38:52	2371.00		170.57	---	---	---	19.152	---	---	---	1022.67	26.531	19.152	---	---	24.627	---	---	---	186.363	---	---	---	5.502	---	---	---	
5/16/2018	12:38:53	2372.00		170.40	---	---	---	19.183	---	---	---	1022.76	26.493	19.183	---	---	24.628	---	---	---	186.399	---	---	---	5.517	---	---	---	
5/16/2018	12:38:54	2373.00		170.50	---	---	---	19.171	---	---	---	1022.73	26.493	19.171	---	---	24.625	---	---	---	186.414	---	---	---	5.524	---	---	---	
5/16/2018	12:38:55	2374.00		170.61	---	---	---	19.163	---	---	---	1022.79	26.531	19.163	---	---	24.621	---	---	---	186.406	---	---	---	5.510	---	---	---	
5/16/2018	12:38:56	2375.00		170.42	---	---	---	19.174	---	---	---	1022.76	26.531	19.174	---	---	24.629	---	---	---	186.354	---	---	---	5.530	---	---	---	
5/16/2018	12:38:57	2376.00		170.48	---	---	---	19.184	---	---	---	1022.73	26.493	19.184	---	---	24.622	---	---	---	186.434	---	---	---	5.523	---	---	---	
5/16/2018	12:38:58	2377.00		170.51	---	---	---	19.162	---	---	---	1022.76	26.531	19.162	---	---	24.628	---	---	---	186.384	---	---	---	5.517	---	---	---	
5/16/2018	12:38:59	2378.00		170.54	---	---	---	19.163	---	---	---	1022.73	26.531	19.163	---	---	24.625	---	---	---	186.436	---	---	---	5.519	---	---	---	
5/16/2018	12:39:00	2379.00		170.32	---	---	---	19.183	---	---	---	1022.73	26.531	19.183	---	---	24.634	---	---	---	186.423	---	---	---	5.503	---	---	---	
5/16/2018	12:39:01	2380.00		170.50	---	---	---	19.184	---	---	---	1022.76	26.531	19.184	---	---	24.621	---	---	---	186.438	---	---	---	5.522	---	---	---	
5/16/2018	12:39:02	2381.00		170.25	---	---	---	19.216	---	---	---	1022.70	26.531	19.216	---	---	24.628	---	---	---	186.434	---	---	---	5.512	---	---	---	
5/16/2018	12:39:03	2382.00		170.38	---	---	---	19.193	---	---	---	1022.70	26.531	19.193	---	---	24.627	---	---	---	186.485	---	---	---	5.523	---	---	---	
5/16/2018	12:39:04	2383.00		170.35	---	---	---	19.205	---	---	---	1022.73	26.531	19.205	---	---	24.625	---	---	---	186.453	---	---	---	5.516	---	---	---	
5/16/2018	12:39:05	2384.00		170.31	---	---	---	19.215	---	---	---	1022.73	26.531	19.215	---	---	24.625	---	---	---	186.436	---	---	---	5.523	---	---	---	
5/16/2018	12:39:06	2385.00		170.43	---	---	---	19.172	---	---	---	1022.70	26.531	19.172	---	---	24.629	---	---	---	186.375	---	---	---	5.521	---	---	---	
5/16/2018	12:39:07	2386.00		170.24	---	---	---	19.225	---	---	---	1022.70	26.531	19.225	---	---	24.625	---	---	---	186.419	---	---	---	5.506	---	---	---	
5/16/2018	12:39:08	2387.00		170.16	---	---	---	19.215	---	---	---	1022.67	26.493	19.215	---	---	24.634	---	---	---	186.399	---	---	---	5.525	---	---	---	
5/16/2018	12:39:09	2388.00		170.51	---	---	---	19.162	---	---	---	1022.73	26.493	19.162	---	---	24.628	---	---	---	186.416	---	---	---	5.507	---	---	---	
5/16/2018	12:39:10	2389.00		170.49	---	---	---	19.172	---	---	---	1022.76	26.493	19.172	---	---	24.625	---	---	---	186.430	---	---	---	5.522	---	---	---	
5/16/2018	12:39:11	2390.00		170.46	---	---	---	19.183	---	---	---	1022.76	26.493	19.183	---	---	24.625	---	---	---	186.447	---	---	---	5.526	---	---	---	
5/16/2018	12:39:12	2391.00		170.37	---	---	---	19.194	---	---	---	1022.76	26.493	19.194	---	---	24.627	---	---	---	186.457	---	---	---	5.508	---	---	---	
5/16/2018	12:39:13	2392.00		170.27	---	---	---	19.203	---	---	---	1022.76	26.493	19.203	---	---	24.631	---	---	---	186.408	---	---	---	5.522	---	---	---	
5/16/2018	12:39:14	2393.00		170.42	---	---	---	19.194	---	---	---	1022.73	26.493	19.194	---	---	24.624	---	---	---	186.436	---	---	---	5.513	---	---	---	
5/16/2018	12:39:15	2394.00		170.42	---	---	---	19.184	---	---	---	1022.76	26.493	19.184	---	---	24.627	---	---	---	186.464	---	---	---	5.514	---	---	---	
5/16/2018	12:39:16	2395.00		170.58	---	---	---	19.153	---	---	---	1022.73	26.493	19.153	---	---	24.625	---	---	---	186.466	---	---	---	5.512	---	---	---	
5/16/2018	12:39:17	2396.00		170.51	---	---	---	19.172	---	---	---	1022.76	26.493	19.172	---	---	24.625	---	---	---	186.458	---	---	---	5.509	---	---	---	
5/16/2018	12:39:18	2397.00		170.29	---	---	---	19.173	---	---	---	1022.73	26.493	19.173	---	---	24.638	---	---	---	186.565	---	---	---	5.508	---	---	---	
5/16/2018	12:39:19	2398.00		170.25	---	---	---	19.162	---	---	---	1022.67	26.493	19.162	---	---	24.645	---	---	---	186.494	---	---	---	5.511	---	---	---	
5/16/2018	12:39:20	2399.00		170.48	---	---	---	19.174	---	---	---	1022.70	26.493	19.174	---	---	24.625	---	---	---	186.412	---	---	---	5.526	---	---	---	
5/16/2018	12:39:21	2400.00		170.39	---	---	---	19.162	---	---	---	1022.67	26.493	19.162	---	---	24.635	---	---	---	186.425	---	---	---	5.513	---	---	---	
5/16/2018	12:39:22	2401.00		170.67	---	---	---	19.142	---	---	---	1022.76	26.493	19.142	---	---	24.624	---	---	---	186.455	---	---	---	5.523	---	---	---	
5/16/2018	12:39:23	2402.00		170.45	---	---	---	19.162	---	---	---	1022.70	26.493	19.162	---	---	24.631	---	---	---	186.430	---	---	---	5.525	---	---	---	
5/16/2018	12:39:24	2403.00		170.64	---	---	---	19.142	---	---	---	1022.70	26.493	19.142	---	---	24.625	---	---	---	186.472	---	---	---	5.531	---	---	---	
5/16/2018	12:39:25	2404.00		170.50	---	---	---	19.142	---	---	---	1022.67	26.493	19.142	---	---	24.635	---	---	---	186.427	---	---	---	5.509	---	---	---	
5/16/2018	12:39:26	2405.00		170.52	---	---	---	19.143	---	---	---	1022.70	26.493	19.143	---	---	24.632	---	---	---	186.408	---	---	---	5.509	---	---	---	
5/16/2018	12:39:27	2406.00		170.48	---	---	---	19.142	---	---	---	1022.61	26.493	19.142	---	---	24.635	---	---	---	186.531	---	---	---	5.506	---	---	---	
5/16/2018	12:39:28	2407.00		170.52	---	---	---	19.173	---	---	---	1022.73	26.493	19.173	---	---	24.624	---	---	---	186.475	---	---	---	5.524	---	---	---	
5/16/2018	12:39:29	2408.00		170.37	---	---	---	19.162	---	---	---	1022.73	26.493	19.162	---	---	24.636	---	---	---	186.507	---	---	---	5.530	---	---	---	
5/16/2018	12:39:30	2409.00		170.27	---	---	---	19.173	---	---	---	1022.79	26.493	19.173	---	---	24.639	---	---	---	186.511	---	---	---	5.522	---	---	---	
5/16/2018	12:39:31	2410.00		170.38	---	---	---	19.173	---	---	---	1022.76	26.493	19.173	---	---	24.632	---	---	---	186.445	---	---	---	5.514	---	---	---	
5/16/2018	12:39:32	2411.00		170.54	---	---	---	19.172	---	---	---	1022.70	26.493	19.172	---	---	24.622	---	---	---	186.457	---	---	---	5.522	---	---	---	
5/16/2018	12:39:33	2412.00		170.27	---	---	---	19.193	---	---	---	1022.67	26.493	19.193	---	---	24.634	---	---	---	186.427	---	---	---	5.533	---	---	---	
5/16/2018	12:39:34	2413.00		170.09	---	---	---	19.215	---	---	---	1022.64	26.493	19.215	---	---	24.638	---	---	---	186.410	---	---	---	5.537	---	---	---	
5/16/2018	12:39:35	2414.00		170.13	---	---	---	19.225	---	---	---	1022.76	26.493	19.225	---	---	24.632	---	---	---	186.395	---	---	---	5.520	---	---	---	
5/16/2018	12:39:36	2415.00		170.11	---	---	---	19.223	---	---	---	1022.79	26.493	19.223	---	---	24.635	---	---	---	186.378	---	---	---	5.513	---	---	---	
5/16/2018	12:39:37	2416.00		170.28	---	---	---	19.214	---	---	---	1022.67	26.493	19.214	---	---	24.627	---	---	---	186.423	---	---	---	5.518	---	---	---	
5/16/2018	12:39:38	2417.00		170.44	---	---	---	19.183	---	---	---	1022.64	26.493	19.183	---	---	24.625	---	---	---	186.438	---	---	---	5.531	---	---	---	
5/16/2018	12:39:39	2418.00		170.18	---	---	---	19.215	---	---	---	1022.73	26.493	19.215	---	---	24.632	---	---	---	186.445	---	---	---	5.524	---	---	---	
5/16/2018	12:39:40	2419.00		170.05	---	---	---	19.214	---	---	---	1022.64	26.493	19.214	---	---	24.642	---	---	---	186.468	---	---	---	5.525	---	---	---	
5/16/2018	12:39:41	2420.00		169.96	---	---	---	19.235	---	---	---	1022.67	26.493	19.235	---	---	24.641	---	---	---	186.451	---	---	---	5.514	---	---	---	
5/16/2018	12:39:42	2421.00		170.06	---	---	---	19.225	---	---	---	1022.73	26.493	19.225	---	---	24.638	---	---	---	186.432	---	---	---	5.515	---	---	---	
5/16/2018	12:39:43	2422.00		170.09	---	---	---	19.202	---	---	---	1022.73	26.493	19.202	---	---	24.642	---	---	---	186.514	---	---	---	5.531	---	---	---	
5/16/2018	12:39:44	2423.00		170.12	---	---	---	19.225	---	---	---	1022.64	26.493	19.225	---	---	24.634	---	---	---	186.514	---	---	---	5.519	---	---	---	
5/16/2018	12:39:45	2424.00		170.24	---	---	---	19.202	---	---	---	1022.64	26.493	19.202	---	---	24.632	---	---	---	186.498	---	---	---	5.534	---	---	---	
5/16/2018	12:39:46	2425.00		170.39	---	---	---	19.174	---	---	---	1022.79	26.493	19.174	---	---	24.631	---	---	---	186.494	---	---	---	5.509	---	---	---	
5/16/2018	12:39:47	2426.00		170.13	---	---	---	19.226	---	---	---	1022.64	26.493	19.226	---	---	24.632	---	---	---	186.492	---	---	---	5.515	---	---	---	
5/16/2018	12:39:48	2427.00		170.23	---	---	---	19.195	---	---	---	1022.64	26.493	19.195	---	---	24.635	---	---	---	186.496	---	---	---	5.512	---	---	---	
5/16/2018	12:39:49	2428.00		170.18	---	---	---	19.195	---	---	---	1022.70	26.493	19.195	---	---	24.638	---	---	---	186.417	---	---	---	5.515	---	---	---	
5/16/2018	12:39:50	2429.00		170.18	---	---	---	19.203	---	---	---	1022.64	26.493	19.203	---	---	24.636	---	---	---	186.425	---	---	---	5.515	---	---	---	
5/16/2018	12:39:51	2430.00		170.20	---	---	---	19.204	---	---	---	1022.67	26.493	19.204	---	---	24.635	---	---	---	186.488	---	---	---	5.518	---	---	---	
5/16/2018	12:39:52	2431.00		170.28	---	---	---	19.185	---	---	---	1022.64	26.493	19.185	---	---	24.635	---	---	---	186.511	---	---	---	5.521	---	---	---	
5/16/2018	12:39:53	2432.00		170.43	---	---	---	19.172	---	---	---	1022.64	26.493	19.172	---	---	24.629	---	---	---	186.479	---	---	---	5.537	---	---	---	
5/16/2018	12:39:54	2433.00		170.31	---	---	---	19.174	---	---	---	1022.76	26.493	19.174	---	---	24.636	---	---	---	186.483	---	---	---	5.514	---	---	---	
5/16/2018	12:39:55	2434.00		170.36	---	---	---	19.152	---	---	---	1022.67	26.493	19.152	---	---	24.641	---	---	---	186.500	---	---	---	5.533	---	---	---	
5/16/2018	12:39:56	2435.00		170.42	---	---	---	19.154	---	---	---	1022.70	26.493	19.154	---	---	24.635	---	---	---	186.511	---	---	---	5.528	---	---	---	
5/16/2018	12:39:57	2436.00		170.43	---	---	---	19.152	---	---	---	1022.67	26.493	19.152	---	---	24.635	---	---	---	186.514	---	---	---	5.518	---	---	---	
5/16/2018	12:39:58	2437.00		170.49	---	---	---	19.143	---	---	---	1022.70	26.531	19.143	---	---	24.635	---	---	---	186.470	---	---	---	5.519	---	---	---	
5/16/2018	12:39:59	2438.00		170.37	---	---	---	19.165	---	---	---	1022.67	26.531	19.165	---	---	24.635	---	---	---	186.453	---	---	---	5.516	---	---	---	
5/16/2018	12:40:00	2439.00		170.47	---	---	---	19.151	---	---	---	1022.73	26.531	19.151	---	---	24.634	---	---	---	186.511	---	---	---	5.530	---	---	---	
5/16/2018	12:40:01	2440.00		170.10	---	---	---	19.206	---	---	---	1022.70	26.531	19.206	---	---	24.641	---	---	---	186.486	---	---	---	5.516	---	---	---	
5/16/2018	12:40:02	2441.00		170.22	---	---	---	19.183	---	---	---	1022.70	26.531	19.183	---	---	24.639	---	---	---	186.460	---	---	---	5.514	---	---	---	
5/16/2018	12:40:03	2442.00		170.17	---	---	---	19.174	---	---	---	1022.67	26.531	19.174	---	---	24.645	---	---	---	186.602	---	---	---	5.534	---	---	---	
5/16/2018	12:40:04	2443.00		170.07	---	---	---	19.215	---	---	---	1022.64	26.531	19.215	---	---	24.639	---	---	---	186.490	---	---	---	5.518	---	---	---	
5/16/2018	12:40:05	2444.00		170.16	---	---	---	19.204	---	---	---	1022.73	26.531	19.204	---	---	24.638	---	---	---	186.529	---	---	---	5.528	---	---	---	
5/16/2018	12:40:06	2445.00		170.15	---	---	---	19.183	---	---	---	1022.67	26.531	19.183	---	---	24.645	---	---	---	186.527	---	---	---	5.514	---	---	---	
5/16/2018	12:40:07	2446.00		170.17	---	---	---	19.204	---	---	---	1022.67	26.531	19.204	---	---	24.636	---	---	---	186.518	---	---	---	5.510	---	---	---	
5/16/2018	12:40:08	2447.00		170.18	---	---	---	19.195	---	---	---	1022.76	26.531	19.195	---	---	24.638	---	---	---	186.557	---	---	---	5.511	---	---	---	
5/16/2018	12:40:09	2448.00		170.23	---	---	---	19.162	---	---	---	1022.70	26.531	19.162	---	---	24.645	---	---	---	186.496	---	---	---	5.519	---	---	---	
5/16/2018	12:40:10	2449.00		170.20	---	---	---	19.194	---	---	---	1022.67	26.531	19.194	---	---	24.638	---	---	---	186.550	---	---	---	5.511	---	---	---	
5/16/2018	12:40:11	2450.00		170.21	---	---	---	19.163	---	---	---	1022.67	26.531	19.163	---	---	24.646	---	---	---	186.492	---	---	---	5.512	---	---	---	
5/16/2018	12:40:12	2451.00		170.31	---	---	---	19.184	---	---	---	1022.64	26.531	19.184	---	---	24.634	---	---	---	186.518	---	---	---	5.530	---	---	---	
5/16/2018	12:40:13	2452.00		170.22	---	---	---	19.183	---	---	---	1022.64	26.531	19.183	---	---	24.639	---	---	---	186.485	---	---	---	5.520	---	---	---	
5/16/2018	12:40:14	2453.00		170.04	---	---	---	19.215	---	---	---	1022.70	26.531	19.215	---	---	24.642	---	---	---	186.494	---	---	---	5.514	---	---	---	
5/16/2018	12:40:15	2454.00		170.14	---	---	---	19.174	---	---	---	1022.67	26.531	19.174	---	---	24.648	---	---	---	186.514	---	---	---	5.523	---	---	---	
5/16/2018	12:40:16	2455.00		170.03	---	---	---	19.194	---	---	---	1022.64	26.531	19.194	---	---	24.649	---	---	---	186.527	---	---	---	5.524	---	---	---	
